Model ID,Chassis,Name,Threat Value,Unit Availability,Armor Rating,Hull,Structure,Actions,Gunnery Skill,Piloting Skill,Type,Height,Movement Primary,Movement Secondary,Added note,Notes Generic,Workflow brought over,Build notes,Role Primary,Role Secondary,MJH TV comments,Leagueless,In Brigand Release,Sensors,Description,Alternate Names,Stock Flag,Debut Year,Debut Notes
147,Sidewinder,Sidewinder Striker,12,SK,7,4,2,1,4,3,Gear,"1.5""","W:5""","G:6""",,,,,Tank Destroyer,Trooper,,Yes,Yes,"12""",,,,,
148,Sidewinder,Sidewinder Riotmaster,11,GP,7,4,2,1,4,3,Gear,"1.5""","W:5""","G:6""",,,,,Infantry Destroyer,Trooper,,Yes,Yes,"12""",,,,,
149,Water Viper,Water Viper,10,SK,6,4,2,1,3,3,Gear,"1.5""","W:5""",,"yes, jester",,,"an aquatic viper, its engine has a snorkle/batteries and everything is water proof. An air tank would make sense",Infantry Destroyer,,,Yes,Yes,"12""",,,,,
150,Viper,Pit Viper,10,"SK, FS",6,5,1,1,3,3,Gear,"1.5""","W:5""",,,,,,Gear Destroyer,Trooper,,Yes,Yes,"12""",,,,,
151,Black Adder,Black Adder,10,"SK, FS",6,5,1,1,3,3,Gear,"1.5""","W:4""","G:6""",,,,,Gear Destroyer,Assault,,Yes,Yes,"12""",,,Yes,,
152,Black Adder,Long Fang Black Adder,11,"SK, FS",6,5,1,1,3,3,Gear,"1.5""","W:4""","G:6""",,,,,Gear Destroyer,Trooper,,Yes,Yes,"12""",,,,1920,Cheap alternative fire support option to the Spitting Cobra
153,Iguana,Iguana,10,RC,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,TD Recon,EWAR,,No,Yes,"16""",,,Yes,1879,Debuts as hybrid recon/light trooper to replace both Anolis and Basilisk
154,Iguana,Iguana Gunner,11,RC,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,TD Recon,EWAR,,No,Yes,"16""",,,,,
155,Iguana,Hunting Iguana,10,RC,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,EWAR,Recon,,No,Yes,"20""",,,,,
156,Iguana,Striking Iguana,11,RC,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,TD Recon,Tank Destroyer,,No,Yes,"16""",,,,,
157,Iguana,Chatterbox Iguana,10,RC,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,TD Recon,EWAR,,No,Yes,"20""",,,,,
158,Iguana,Black Box Iguana,12,RC (CMD),5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,EWAR,TD Recon,,No,Yes,"16""",,I think this is the loudmouth,,,
159,Para Iguana,Para Iguana,11,SK,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,TD Recon,Airdrop Trooper,,No,Yes,"16""",,,Yes,,
160,Para Iguana,Para Gunner Iguana,12,SK,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,added hand grenades,,,TD Recon,EWAR,,No,Yes,"16""",,,,,
161,Para Iguana,Para Striking Iguana,11,SK,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,TD Recon,Tank Destroyer,,No,Yes,"16""",,,,,
162,Silverscale,Silverscale,10,RC,5,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""",,,,,EWAR,TD Recon,,Yes,Yes,"16""",,,Yes,,
163,Black Mamba MP,Black Mamba MP,12,GP,7,3,3,1,4,4,Gear,"1.5""","W:6""","G:7""",,@maybe drop the FC to medium? HFCs are super strong,,,Infantry Destroyer,Tank Destroyer,,Yes,Yes,"12""",,,Yes,1929,
164,Iguana MP,Iguana MP,10,GP,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Infantry Destroyer,Objective Securer,,Yes,Yes,"12""",,,,,
165,Cobra MP,Cobra MP,12,GP,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Tank Destroyer,Infantry Destroyer,,Yes,Yes,"12""",,,,,
166,Fer De Lance,Fer De Lance,16,SK,7,4,2,1,4,3,Gear,"1.5""","W:5""","G:6""",,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"12""",,,Yes,,
167,Fer De Lance,Fer De Lance Slashing,17,SK,7,4,2,1,4,3,Gear,"1.5""","W:5""","G:6""",,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"12""",,,,,
168,Fer De Lance,Fer De Lance Force,18,SK,7,4,2,1,4,3,Gear,"1.5""","W:5""","G:6""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
169,Fer De Lance,Command Fer De Lance,19,SK (CMD),7,4,2,1,4,3,Gear,"1.5""","W:5""","G:6""",,,,,Gear Destroyer,EWAR,,No,Yes,"12""",,,,,
170,Gila,Gila,13,SK,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,Yes,,
171,Gila,Gila Hunter,14,SK,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,,,
172,Cobra,Spitting Cobra,14,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,,,No,Yes,"12""",,,,1880s,A new generation of fire support to rival the Grizzly
173,Cobra,Striking Cobra,12,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Tank Destroyer,Gear Destroyer,,Yes,Yes,"12""",,,,,
174,Cobra,Junglemower Cobra,14,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,Gear Destroyer,,No,Yes,"12""",,,,,
175,Cobra,Support Cobra,14,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,Artillery,,Yes,Yes,"12""",,,,,
176,Cobra,Junglemower Support Cobra,12,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,,,Yes,Yes,"12""",,,,,
177,Cobra,Artillery Cobra,13,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,1920s,Debuts to dismay from Northern forces
178,Cobra,Slashing Cobra,16,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,Tank Destroyer,,No,Yes,"12""",,,,,
179,Cobra,Flamm Cobra,15,"FS, SK",8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,Infantry Destroyer,"
",Yes,Yes,"12""",,,,,
180,Python,Python,13,FS,8,3,3,1,3,2,Gear,"2""","W:4""","G:5""",,fixed the bad sensors of the older python,,,Artillery,,,Yes,Yes,"12""",,,,,
181,King Cobra,King Cobra,19,"SK, FS",9,4,2,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Anchor,Assault,,No,Yes,"12""",,,Yes,1913-1916,Designed to counter CEF hovertanks
182,King Cobra,King Cobra Gunner,19,"SK, FS",9,4,2,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Assault,Anchor,,No,Yes,"12""",,,,,
183,King Cobra,Hooded King Cobra,21,"SK, FS",9,4,2,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Anchor,Assault,,No,Yes,"12""",,,,,
184,Drake,Drake,32,"SK, FS",10,4,2,2,3,2,Strider,"3""","W:4""","G:5""",,,,,Assault,Anchor,,No,Yes,"12""",,,Yes,,
185,Drake,Hooded Drake,35,"SK, FS",10,4,2,2,3,2,Strider,"3""","W:4""","G:5""",,,,,Anchor,Assault,,No,Yes,"12""",,,,,
186,Drake,Blazing Drake,36,"SK, FS",10,4,2,2,3,2,Strider,"3""","W:4""","G:5""",,,,,Assault,Gear Destroyer,,No,Yes,"12""",,,,,
187,Drake,Command Drake,37,"SK (CMD), FS (CMD)",10,4,2,2,3,2,Strider,"3""","W:4""","G:5""",,,,,,,,No,Yes,"12""",,,,,
188,Naga,Naga,25,FS,9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,Yes,,
189,Naga,Long Fang Naga,25,FS,9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Artillery,Sniper,,Yes,Yes,"12""",,,,,
190,Naga,Sniper Naga,31,FS,9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Sniper,Gear Destroyer,,No,Yes,"12""",,,,,
191,Naga,Double Nash Naga,23,"FS, SK",9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,,,
192,Naga,Tusked Naga,23,FS,9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"12""",,,,,
193,Naga,Brawler Naga,22,"FS, SK",9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Gear Destroyer,,,Yes,Yes,"12""",,,,,
194,Naga,Command Naga,27,FS (CMD),9,3,3,2,3,2,Strider,"2""","W:5""","G:7""",,,,,Gear Destroyer,EWAR,,No,Yes,"12""",,,,,
195,Hydra,Hydra,22,FS,10,4,2,2,3,2,Strider,"2.5""","W:4""","G:6""",,"
",,,Anchor,Artillery,,No,Yes,"12""",,,,,
196,Sagittarius,Sagittarius,20,FS,10,3,3,2,3,1,Strider,"3""","W:4""",,,,,,Infantry Destroyer,,,No,Yes,"12""",,,Yes,,
197,Sagittarius,Venomous Sagittarius,20,FS,10,3,3,2,3,1,Strider,"3""","W:4""",,,,,,Infantry Destroyer,,,Yes,Yes,"12""",,,,,
198,Sagittarius,Long Fang Sagittarius,21,FS,10,3,3,2,3,1,Strider,"3""","W:4""",,,,,,Gear Destroyer,,,Yes,Yes,"12""",,,,,
199,Sagittarius,Spark Sagittarius,24,FS,10,3,3,2,3,1,Strider,"3""","W:4""",,,,,,Gear Destroyer,Infantry Destroyer,,No,Yes,"12""",,,,,
200,Sagittarius,Force Sagittarius,27,FS,10,3,3,2,3,1,Strider,"3""","W:4""",,,,,,Sniper,Anchor,,No,Yes,"12""",,,,,
201,Dragon,Fire Dragon,29,FS,10,4,2,2,4,1,Strider,"1.5""","W:4""","G:6""",,,,,Gear Destroyer,Infantry Destroyer,,Yes,Yes,"12""",,,,,
202,Dragon,Water Dragon,27,FS,10,4,2,2,4,1,Strider,"1.5""","W:4""","G:6""",,,,,Gear Destroyer,,,Yes,Yes,"12""",,,,,
203,Dragon,Force Dragon,33,FS,10,4,2,2,4,1,Strider,"1.5""","W:4""","G:6""",,,,,Anchor,Gear Destroyer,,No,Yes,"12""",,,,,
204,Hun,Hun,17,"GP, FS",10,3,3,2,3,1,Vehicle,"1""","G:6""",,,,,,Anchor,Gear Destroyer,,No,Yes,"12""",,,Yes,,
205,Hun,Drone Hun,17,"GP, FS",10,3,3,2,3,1,Vehicle,"1""","G:6""",,,,,,Sniper,,,No,Yes,"12""",,,,,
206,Hun,Ballista Hun,14,FS,10,3,3,2,3,1,Vehicle,"1""","G:6""",,,,,,Artillery,,,Yes,Yes,"12""",,,,,
207,Hun,Hittite,14,IN,10,4,2,2,3,1,Vehicle,"1""","G:6""",,,,,,Infantry Destroyer,Transport,,Yes,Yes,"12""",,,,,
208,Hun,Ostrogoth,14,FS,9,3,3,2,3,1,Vehicle,"1""","G:4""",,,,,,Artillery,,,Yes,Yes,"12""",,,,,
209,Hetairoi,Hetairoi,24,"SK, FS",10,3,3,3,3,2,Vehicle,"2""","H:9""",,,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,Yes,,
210,Hetairoi,Spark Hetairoi,26,"SK, FS",10,3,3,3,3,2,Vehicle,"2""","H:9""",,,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,,,
211,Hetairoi,Longfang Hetairoi,26,"SK, FS",10,3,3,3,3,2,Vehicle,"2""","H:9""",,,,,,Strike,Sniper,,No,Yes,"12""",,,,,
212,Hetairoi,Force Hetairoi,28,"SK, FS",10,3,3,3,3,2,Vehicle,"2""","H:9""",,,,,,Gear Destroyer,Strike,,No,Yes,"12""",,,,,
213,Visigoth,Visigoth,36,FS,12,4,2,3,3,1,Vehicle,"1.5""","G:4""",,,,,,Anchor,,,No,Yes,"12""",,,Yes,,
214,Visigoth,Blitz Visigoth,33,FS,12,4,2,3,3,1,Vehicle,"1.5""","G:4""",,,,,,Anchor,Gear Destroyer,,No,Yes,"12""",,,,,
215,Visigoth,Visigoth Khan,40,FS (CMD),12,4,2,3,3,1,Vehicle,"1.5""","G:4""",,,,,,Anchor,,,No,Yes,"12""",,,,,
216,Artemis,Artemis,24,FS,11,3,3,3,3,1,Vehicle,"1.5""","G:4""",,,,,,Gear Destroyer,,,Yes,Yes,"16""",,,Yes,,
217,Artemis,Force Artemis,30,FS,11,3,3,3,3,1,Vehicle,"1.5""","G:4""",,,,,,Gear Destroyer,,,No,Yes,"16""",,,,,
218,Varis,Varis,19,SK,5,3,3,2,3,4,Vehicle,"3""","H:14""",,,,,,Tank Destroyer,Gear Destroyer,,No,Yes,"16""",,,Yes,,
219,Titan,Titan,25,"SK, FS, IN",8,4,2,2,3,3,Vehicle,"3""","H:9""",,,,,,Gear Destroyer,Strike,,No,Yes,"12""",,,,,
220,Stonemason,Stonemason,5,EG,4,3,3,1,2,2,Gear,"1.5""","W:5""","G:6""",,,,,Recovery,Assault,,Yes,Yes,"12""",,,,,
221,Engineering Cobra,Engineering Cobra,9,EG,6,3,3,1,2,2,Gear,"2""","W:4""","G:6""",,,,,Assault,Recovery,,Yes,Yes,"12""",,,,,
222,Caiman,Caiman,5,IN,6,4,2,1,2,1,Vehicle,"1""","G:7""",,,,,,Transport,,,Yes,Yes,"12""",,,Yes,,
223,Caiman,Crocodile,6,IN,6,4,2,1,2,1,Vehicle,"1""","G:7""",,,,,,Artillery,Transport,,Yes,Yes,"12""",,,,,
225,Elan,Elan,4,IN,4,3,1,1,2,3,Vehicle,"0.5""","G:9""",,,,,,TD Recon,,,Yes,Yes,"12""",,,,,
227,Field Gun (South),Field Gun,5,FS,4,2,2,1,2,1,Infantry,"0.5""","G:2""",,,,,,Artillery,Gear Destroyer,,No,Yes,"12""",,,,,
228,Jackrabbit Motorbike,Jackrabbit Squad,4,IN,2,2,2,1,2,3,Infantry,"0.5""","G:11""",,,,,"these go on a 40mm round, or 3 hexes",Objective Securer,Infantry Destroyer,,Yes,Yes,"12""",,,Yes,,
229,Southern Infantry,Machine Gun Infantry Squad,2,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Objective Securer,Infantry Destroyer,,No,Yes,"12""",,,,,
230,Southern Infantry,Anti-Tank Infantry Squad,4,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
231,Southern Infantry,Sniper Team,3,IN,2,2,0,1,3,3,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
232,Southern Infantry,Observation Infantry Team,2,IN,2,2,0,1,3,3,Infantry,"0.5""","W:3""",,,,,,Recon,,,No,Yes,"12""",,,,,
233,Southern Infantry,Mortar Squad,3,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Artillery,,,No,Yes,"12""",,,,,
234,Lizard Rider Infantry,Lizard Rider Infantry Squad,5,IN,3,2,2,1,3,3,Infantry,"1""","W:7""",,,,,,Objective Securer,Gear Destroyer,,Yes,Yes,"12""",,,Yes,,
235,Lizard Rider Infantry,Lizard Rider Anti-Tank Squad,6,IN,3,2,2,1,3,3,Infantry,"1""","W:7""",,,,,,Tank Destroyer,Objective Securer,,Yes,Yes,"12""",,,,,
236,Lizard Rider Infantry,Lizard Rider Observer Team,4,IN,3,2,0,1,3,3,Infantry,"1""","W:7""",,,,,,Recon,,,Yes,Yes,"16""",,,,,
237,Warrior,Warrior,7,"GP, SK, FS",6,4,2,1,3,3,Gear,"1.5""","W:4""","G:6""",,,,,Trooper,EWAR,,Yes,Yes,"12""",,,Yes,1802,
238,Warrior,Sweeper Warrior,8,"GP, SK",6,4,2,1,3,3,Gear,"1.5""","W:4""","G:6""",,,,,Infantry Destroyer,EWAR,,Yes,Yes,"12""",,,,,
239,Warrior,Vanguard Warrior,8,"GP, SK, FS",6,4,2,1,3,3,Gear,"1.5""","W:4""","G:6""",,,,,Trooper,EWAR,,Yes,Yes,"12""",,,,,
240,Warrior,Scourge Warrior,8,"GP, SK, FS",6,4,2,1,3,3,Gear,"1.5""","W:4""","G:6""",,,,,Trooper,Tank Destroyer,,No,Yes,"12""",,,,,
241,Jackal,Jackal,6,"GP, SK",5,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""",,,,,Airdrop Trooper,,,Yes,Yes,"12""",,,Yes,,
242,Jackal,Vanguard Jackal,7,"GP, SK",5,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""",,,,,Airdrop Trooper,,,Yes,Yes,"12""",,,,,
243,Jackal,Kestros Jackal,6,"GP, SK",5,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""",,,,,Airdrop Trooper,,,Yes,Yes,"12""",,,,,
244,Jackal,Fusillade Jackal,8,GP,5,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""",,,,,Airdrop Trooper,,,No,Yes,"12""",,,,,
245,Warrior IV,Warrior IV,13,"SK, FS",7,4,2,1,4,4,Gear,"1.5""","W:5""","G:7""",,,,,Strike,,,No,Yes,"16""",,,Yes,1922,
246,Warrior IV,Vanguard Warrior IV,14,SK,7,4,2,1,4,4,Gear,"1.5""","W:5""","G:7""",,,,,Strike,,,No,Yes,"16""",,,,,
247,Warrior IV,Sweeper Warrior IV,13,SK,7,4,2,1,4,4,Gear,"1.5""","W:5""","G:7""",,,,,Infantry Destroyer,Strike,,No,Yes,"16""",,,,,
248,Warrior IV,Scourge Warrior IV,14,SK,7,4,2,1,4,4,Gear,"1.5""","W:5""","G:7""",,,,,Strike,Tank Destroyer,,No,Yes,"16""",,,,,
249,Spartan,Spartan,13,SK,7,4,2,1,3,3,Gear,"2""","W:4""","G:6""",,,,,Airdrop Trooper,Infantry Destroyer,,Yes,Yes,"16""",,,Yes,,
250,Spartan,Incendiary Spartan,13,SK,7,4,2,1,3,3,Gear,"2""","W:4""","G:6""",,,,,Infantry Destroyer,Artillery,,Yes,Yes,"16""",,,,,
251,Spartan,Assassin Spartan,14,SK,7,4,2,1,3,3,Gear,"2""","W:4""","G:6""",,,,,Sniper,Infantry Destroyer,,Yes,Yes,"16""",,,,,
252,Spartan,Kestros Spartan,13,"SK, FS",7,4,2,1,3,3,Gear,"2""","W:4""","G:6""",,,,,Airdrop Trooper,Infantry Destroyer,,Yes,Yes,"16""",,,,,
254,Gladiator,Scourge Gladiator,10,"SK, GP",6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Tank Destroyer,,No,Yes,"12""",,,,,
255,Gladiator,Shamshir Gladiator,11,"SK, GP",6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Tank Destroyer,Assault,,Yes,Yes,"12""",,,,,
256,Gladiator,Vanguard Gladiator,11,"SK, GP",6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Gear Destroyer,,Yes,Yes,"12""",,,,,
257,Pitbull,Pitbull,6,GP,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:8""",,,,,Trooper,Infantry Destroyer,,Yes,Yes,"12""",,,Yes,1870,
258,Pitbull,Scourge Pitbull,7,GP,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:8""",,,,,Tank Destroyer,Trooper,,No,Yes,"12""",,,,,
259,Pitbull,Sweeper Pitbull,6,GP,5,3,3,1,3,4,Gear,"1.5""","W:6""","G:8""",,,,,Infantry Destroyer,,,Yes,Yes,"12""",,,,,
260,Mustang,Mustang,11,GP,8,3,3,1,3,2,Gear,"2""","W:4""","G:6""",,,,,Trooper,Infantry Destroyer,,Yes,Yes,"12""",,,Yes,,
261,Mustang,Vanguard Mustang,12,GP,8,3,3,1,3,2,Gear,"2""","W:4""","G:6""",,,,,Gear Destroyer,Infantry Destroyer,,Yes,Yes,"12""",,,,,
262,Mustang,Demolisher Mustang,13,GP,8,3,3,1,3,2,Gear,"2""","W:4""","G:6""",,,,,Gear Destroyer,Trooper,,Yes,Yes,"12""",,,,,
263,Mustang,Shamshir Mustang,12,GP,8,3,3,1,3,2,Gear,"2""","W:4""","G:6""",,,,,Tank Destroyer,Trooper,,Yes,Yes,"12""",,,,,
264,Greyhound,Greyhound,10,"SK, RC",4,3,3,1,3,4,Gear,"1.5""","W:7""","G:9""",,,,,EWAR,Recon,,No,Yes,"16""",,,,,
265,Skirmisher,Skirmisher,11,RC,5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Recon,,No,Yes,"20""",,,Yes,,
266,Skirmisher,Vanguard Skirmisher,11,RC,5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Recon,,No,Yes,"20""",,,,,
267,Skirmisher,Sweeper Skirmisher,12,RC,5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Recon,,No,Yes,"20""",,,,,
268,Skirmisher,Scourge Skirmisher,12,RC,5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Tank Destroyer,,No,Yes,"20""",,,,,
269,Assassin Skirmisher,Assassin Skirmisher,14,SF,5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Sniper,,No,Yes,"20""",,,,,
270,Shinobi,Shinobi,16,SF,5,3,3,1,4,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Assault,,No,Yes,"16""",,,Yes,,
271,Shinobi,Vanguard Shinobi,17,SF,5,3,3,1,4,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Assault,,No,Yes,"16""",,,,,
272,Shinobi,Lookout Shinobi,18,SF,5,3,3,1,4,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Assault,,No,Yes,"20""",,Marksman Shinobi,,,
273,Shinobi,Sweeper Shinobi,16,SF,5,3,3,1,4,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Infantry Destroyer,,No,Yes,"16""",,,,,
274,Shinobi,Scourge Shinobi,16,SF,5,3,3,1,4,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Tank Destroyer,,No,Yes,"16""",,,,,
275,Shinobi,Assassin Shinobi,17,SF,5,3,3,1,4,4,Gear,"1.5""","W:7""","G:8""",,,,,Sniper,EWAR,,No,Yes,"16""",,,,,
276,Argos,Argos,18,"SK, FS",9,5,1,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,Yes,,
277,Argos,Demolisher Argos,18,"SK, FS",9,5,1,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Assault,Gear Destroyer,,No,Yes,"12""",,,,,
278,Argos,Shamshir Argos,19,FS,9,5,1,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Tank Destroyer,Assault,,No,Yes,"12""",,,,,
279,Crusader,Crusader IV,15,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,Artillery,,Yes,Yes,"12""",,,,1800,
280,Crusader,Demolisher Crusader IV,16,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,Artillery,,Yes,Yes,"12""",,,,,
281,Crusader,Shamshir Crusader IV,15,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Tank Destroyer,Artillery,,Yes,Yes,"12""",,Scourge Crusader IV,,,
282,Cataphract,Cataphract,26,"SK, FS",10,3,3,2,3,2,Strider,"2.5""","W:4""","G:5""",,,,,Anchor,Assault,,No,Yes,"12""",,,Yes,,
283,Cataphract,Shamshir Cataphract,23,"SK, FS",10,3,3,2,3,2,Strider,"2.5""","W:4""","G:5""",,,,,Tank Destroyer,Assault,,No,Yes,"12""",,Scourge Cataphract,,,
284,Cataphract,Xyston Cataphract,26,"SK, FS",10,3,3,2,3,2,Strider,"2.5""","W:4""","G:5""",,,,,Tank Destroyer,Anchor,,No,Yes,"12""",,Tank Hunter Cataphract,,,
285,Uhlan,Uhlan,33,FS,11,4,2,2,4,2,Strider,"3""","W:4""","G:5""",,"@apparently a tank hunter upgrade exists which replaces the HRPs with big field gun things, similar to the red bull presumably",,,Gear Destroyer,Assault,,No,Yes,"12""",,,Yes,,
286,Uhlan,Kestros Uhlan,35,FS,11,4,2,2,4,2,Strider,"3""","W:4""","G:5""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,,,
287,Uhlan,Fusillade Uhlan,42,FS,11,4,2,2,4,2,Strider,"3""","W:4""","G:5""",,,,,Anchor,Sniper,,No,Yes,"12""",,,,,
288,Dragonfly,Dragonfly,20,SK,6,3,3,2,4,4,Vehicle,"3""","H:12""",,,,,,Tank Destroyer,Artillery,,Yes,Yes,"16""",,,,,
289,Valence,Valence,3,"EG, IN",3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Recovery,,,Yes,Yes,"8""",,,Yes,,
290,Valence,Demolisher Valence,5,"EG, IN",3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Gear Destroyer,Recovery,,Yes,Yes,"8""",,,,,
291,Valence,Sweeper Valence,3,"EG, IN",3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Recovery,Infantry Destroyer,,Yes,Yes,"8""",,,,,
292,Valence,Foreman Valence,3,EG (CMD),3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Recovery,Assault,,Yes,Yes,"12""",,,,,
293,Engineering Grizzly (Peace River),Engineering Grizzly,9,EG,6,3,3,1,2,2,Gear,"2""","W:4""","G:6""",,,,,Assault,Recovery,,No,Yes,"12""",,,,,
294,Engineering Cobra (Peace River),Engineering Cobra,9,EG,6,3,3,1,2,2,Gear,"2""","W:4""","G:6""",,,,,Assault,Recovery,,No,Yes,"12""",,,,,
295,Coyote,Coyote,29,"FS, SK",9,3,3,2,3,2,Strider,"2""","W:4""","G:6""",,,,,Tank Destroyer,Gear Destroyer,,No,Yes,"16""",,,Yes,,
296,Coyote,Vanguard Coyote,25,"FS, SK",9,3,3,2,3,2,Strider,"2""","W:4""","G:6""",,,,,Gear Destroyer,,,No,Yes,"16""",,,,,
297,Coyote,Pilum Coyote,27,"FS, SK",9,3,3,2,3,2,Strider,"2""","W:4""","G:6""",,,,,Tank Destroyer,Gear Destroyer,,No,Yes,"16""",,,,,
298,Coyote,Fusillade Coyote,28,"FS, SK",9,3,3,2,3,2,Strider,"2""","W:4""","G:6""",,,,,Gear Destroyer,Anchor,,No,Yes,"16""",,,,,
299,Red Bull,Red Bull MK2,29,FS,12,3,3,2,3,1,Strider,"2""","W:4""","G:5""",,,,,Gear Destroyer,,,No,Yes,"16""",,,Yes,,
300,Red Bull,Sarisa Red Bull MK2,29,FS,12,3,3,2,3,1,Strider,"2""","W:4""","G:5""",,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"16""",,,,,
301,Red Bull,Xyston Red Bull MK2,29,FS,12,3,3,2,3,1,Strider,"2""","W:4""","G:5""",,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"16""",,,,,
302,Mastiff,Mastiff,4,IN,5,3,3,1,2,1,Vehicle,"0.5""","G:7""",,,,,,Transport,Objective Securer,,Yes,Yes,"12""",,,Yes,,
303,Mastiff,Pacifier Mastiff,5,IN,5,3,3,1,2,1,Vehicle,"0.5""","G:7""",,,,,,Infantry Destroyer,Tank Destroyer,,Yes,Yes,"12""",,,,,
305,Mastiff,Hippeis Mastiff,5,IN,5,3,3,1,2,1,Vehicle,"0.5""","G:7""",,,,,,Artillery,Transport,,Yes,Yes,"12""",,,,,
